nomBénéficiaire,idBeneficiaire,montant,objet,datesPériodeVersement,montant_reuse,nature,datepublication,dateConvention,nomAttribuant,idAttribuant
Médecins Sans Frontière,30500910200081.0,50000,Fonds d'urgence à la Libye,2023-10-06/2024-04-06,Entre 30 000€ et 100 000€,aide en numéraire,45324,45205,BORDEAUX METROPOLE,24330031600011.0
MEDECINS SANS FRONTIERES,30500910200081.0,20000,Subvention Except au profit des populations afghanes déplacées,2022-04-13/2022-10-13,Inférieur à 30 000€,aide en numéraire,44713,44664,BORDEAUX METROPOLE,24330031600011.0
MEDIA CITE,42208260200042.0,20000,Aide au fonctionnement,2025-01-09/2025-07-09,Inférieur à 30 000€,Aide en numéraire,45751,45666,BORDEAUX METROPOLE,24330031600011.0
MEDIAQUART,81389891300013.0,60000,AAP 2024-2025 SOLIDARITE DECHETS,2025-02-14/2025-09-14,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45702,BORDEAUX METROPOLE,24330031600011.0
MELI MEL'ARTS,52425936300017.0,8000,Festival,2019-08-26/2020-02-26,Inférieur à 30 000€,aide en numéraire,43724,43703,BORDEAUX METROPOLE,24330031600011.0
MÉMOIRE DE BORDEAUX,34221545600000.0,91379,Fonctionnement,2020-03-04/2020-09-04,Entre 30 000€ et 100 000€,aide en numéraire,43929,43894,BORDEAUX METROPOLE,24330031600000.0
MÉMOIRE DE BORDEAUX,34221545600043.0,91379,Fonctionnement,2019-02-15/2019-08-15,Entre 30 000€ et 100 000€,aide en numéraire,43557,43511,BORDEAUX METROPOLE,24330031600011.0
MÉMOIRE DE BORDEAUX,34221545600000.0,23421,Mise à disposition d'un agent,2020-02-06/2020-08-06,Inférieur à 30 000€,aide en numéraire,43887,43867,BORDEAUX METROPOLE,24330031600000.0
MÉMOIRE DE BORDEAUX,34221545600043.0,91000,Subvention de fonctionnement,2022-03-30/2022-09-30,Entre 30 000€ et 100 000€,aide en numéraire,44713,44650,BORDEAUX METROPOLE,24330031600011.0
Mémoire de Bordeaux,34221545600050.0,91000,aide au fonctionnement,2024-05-14/2024-11-14,Entre 30 000€ et 100 000€,aide en numéraire,45537,45426,BORDEAUX METROPOLE,24330031600011.0
MERLIN PRODUCTION,45109940200039.0,45000,Aide à la production cinématographique,2025-01-15/2025-07-15,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45672,BORDEAUX METROPOLE,24330031600011.0
MERVEILLES DU MONDE,51956916400048.0,11500,AAP SOLIDARITE EAU,2025-01-23/2025-07-23,Inférieur à 30 000€,Aide en numéraire,45751,45680,BORDEAUX METROPOLE,24330031600011.0
MESOLIA HABITAT,46920155200020.0,10000,Aide au fonctionnement,2025-06-11 / 2025-12-11,Inférieur à 30 000€,Aide en numéraire,45911,45819,BORDEAUX METROPOLE,24330031600011.0
MJC CENTRE VILLE MERIGNAC,78194749400022.0,30000,AAP CLS 2025,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
MOI JEU TRI,88539032800015.0,59846,AAP 2024-2025 SOLIDARITE DECHETS,2025-01-23/2025-07-23,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45680,BORDEAUX METROPOLE,24330031600011.0
MONTS ET MERVEILLES,51066013700033.0,6700,Eté métropolitain,2019-05-28/2019-11-28,Inférieur à 30 000€,aide en numéraire,43636,43613,BORDEAUX METROPOLE,24330031600011.0
MPS,81910693100010.0,312500,SARE 2024,2024-08-06/2025-02-06,Entre 100 000€ et 500 000€,aide en numéraire,45673,45510,BORDEAUX METROPOLE,24330031600011.0
MSF MEDECINS SANS FRONTIERE,30500910200100.0,50000,Fonctionnement,2020-09-25/2021-03-25,Entre 30 000€ et 100 000€,aide en numéraire,44166,44099,BORDEAUX METROPOLE,24330031600000.0
MUSIQUE DE NUIT,34169319000033.0,25000,Festival Haut de Garonne 2022,2022-02-21/2022-08-21,Inférieur à 30 000€,aide en numéraire,44624,44613,BORDEAUX METROPOLE,24330031600011.0
MUSIQUE DE NUIT,34169319000033.0,30000,Festival New Bell 2022,2022-07-13/2023-01-13,Inférieur à 30 000€,aide en numéraire,44805,44755,BORDEAUX METROPOLE,24330031600011.0
Musique de Nuit Diffusion,34169319000033.0,25000,Festival des Hauts de Garonne,2023-05-10/2023-11-10,Inférieur à 30 000€,aide en numéraire,45097,45056,BORDEAUX METROPOLE,24330031600011.0
Musique de Nuit Diffusion,34169319000033.0,10000,AAP Contrat de Ville,2023-08-31/2024-03-02,Inférieur à 30 000€,aide en numéraire,45216,45169,BORDEAUX METROPOLE,24330031600011.0
Musique de Nuit Diffusion,34169319000033.0,32000,Festival Afrcaribe,2023-07-07/2024-01-07,Entre 30 000€ et 100 000€,aide en numéraire,45216,45114,BORDEAUX METROPOLE,24330031600011.0
MUSIQUE DE NUIT DIFFUSION,34169319000033.0,13000,Programme d'actions CDV 2022,2022-09-22/2023-03-22,Inférieur à 30 000€,aide en numéraire,44897,44826,BORDEAUX METROPOLE,24330031600011.0
Musique de nuit diffusion,34169319000033.0,25000,Festival Hauts de Garonne,2024-02-22/2024-08-22,Inférieur à 30 000€,aide en numéraire,45386,45344,BORDEAUX METROPOLE,24330031600011.0
Musique de nuit diffusion,34169319000033.0,30000,Projet Afrique,2024-10-17/2025-04-17,Inférieur à 30 000€,aide en numéraire,45673,45582,BORDEAUX METROPOLE,24330031600011.0
Musique de nuit diffusion,34169319000033.0,10000,AAP Contrat de ville 2024,2024-09-05/2025-03-05,Inférieur à 30 000€,aide en numéraire,45673,45540,BORDEAUX METROPOLE,24330031600011.0
MUSIQUES DE NUIT DIFFUSION,34169319000000.0,28000,Les inédits de l'été E.M.,2020-06-25/2020-12-25,Inférieur à 30 000€,aide en numéraire,44068,44007,BORDEAUX METROPOLE,24330031600000.0
MUSIQUES DE NUIT DIFFUSION,34169319000033.0,33250,journées afro contemporaines,2018-12-07/2019-06-07,Entre 30 000€ et 100 000€,aide en numéraire,43557,43441,BORDEAUX METROPOLE,24330031600011.0
MUSIQUES DE NUIT DIFFUSION,34169319000000.0,25000,Festival Hauts de garonne,2020-02-20/2020-08-20,Inférieur à 30 000€,aide en numéraire,43929,43881,BORDEAUX METROPOLE,24330031600000.0
MUSIQUES DE NUIT DIFFUSION,34169319000033.0,32000,Festival afro new bell 4,2021-05-31/2021-11-30,Entre 30 000€ et 100 000€,aide en numéraire,44418,44347,BORDEAUX METROPOLE,24330031600011.0
MUSIQUES DE NUIT DIFFUSION,34169319000000.0,33250,Journées Diasporas Africaines,2019-12-23/2020-06-23,Entre 30 000€ et 100 000€,aide en numéraire,43929,43822,BORDEAUX METROPOLE,24330031600000.0
MUSIQUES DE NUIT DIFFUSION,34169319000033.0,25000,Festival Hauts de garonne,2021-07-01/2022-01-01,Inférieur à 30 000€,aide en numéraire,44418,44378,BORDEAUX METROPOLE,24330031600011.0
MUSIQUES DE NUIT DIFFUSION,34169319000033.0,40000,Eté métropolitain,2019-06-05/2019-12-05,Entre 30 000€ et 100 000€,aide en numéraire,43636,43621,BORDEAUX METROPOLE,24330031600011.0
MUSIQUES DE NUIT DIFFUSION,34169319000033.0,25000,festival Hauts de garonne,2019-02-12/2019-08-12,Inférieur à 30 000€,aide en numéraire,43557,43508,BORDEAUX METROPOLE,24330031600011.0
MUSIQUES DE NUIT DIFFUSION,34169319000033.0,25000,Aide au fonctionnement,2025-05-15 / 2025-11-15,Inférieur à 30 000€,Aide en numéraire,45695,45792,BORDEAUX METROPOLE,24330031600011.0
MUSIQUES DE NUIT DIFFUSION,34169319000033.0,20000,AAP CDV 2025 -Convention pluriannuelle 2025-2026,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
MVT FRANCAIS PLANNING FAMILIAL,31611221800100.0,8900,Investissement ESS,2019-12-17/2020-06-17,Inférieur à 30 000€,aide en numéraire,43853,43816,BORDEAUX METROPOLE,24330031600000.0
NANTES SUMMERCAMP,81195928700012.0,225000,SOFILM,2018-12-10/2019-06-10,Entre 100 000€ et 500 000€,aide en numéraire,43502,43444,BORDEAUX METROPOLE,24330031600011.0
NANTES SUMMERCAMP - SoFILM,81195928700012.0,150000,Subvention de Fonctionnement,2022-12-09/2023-06-09,Entre 100 000€ et 500 000€,aide en numéraire,44943,44904,BORDEAUX METROPOLE,24330031600011.0
NANTES SUMMERCAMP SOFILM,81195928700000.0,225000,Fonctionnement,2020-11-04/2021-05-04,Entre 100 000€ et 500 000€,aide en numéraire,44166,44139,BORDEAUX METROPOLE,24330031600000.0
NANTES SUMMERCAMP- SOFILM,81195928700012.0,75000,Résidences écriture long métrage de cinéma,2021-12-15/2022-06-15,Entre 30 000€ et 100 000€,aide en numéraire,44624,44545,BORDEAUX METROPOLE,24330031600011.0
OBJECTIF PERCHE ATLANTIQUE,49793710200018.0,8000,Subvention de Fonctionnement,2022-03-15/2022-09-15,Inférieur à 30 000€,aide en numéraire,44713,44635,BORDEAUX METROPOLE,24330031600011.0
Objectif Perche Atlantique,49793710200018.0,8000,Aide au fonctionnement,2023-03-07/2023-09-07,Inférieur à 30 000€,aide en numéraire,45014,44992,BORDEAUX METROPOLE,24330031600011.0
OCEAN CLIMAX,81286869300019.0,30000,Festival CLIMAX,2021-10-11/2022-04-11,Inférieur à 30 000€,aide en numéraire,44550,44480,BORDEAUX METROPOLE,24330031600011.0
ODEYS,84519241800018.0,40000,Subvention de fonctionnement,2022-05-20/2022-11-20,Entre 30 000€ et 100 000€,aide en numéraire,44713,44701,BORDEAUX METROPOLE,24330031600011.0
ODEYS,84519241800018.0,40000,aide au fonctionnement,2024-05-27/2024-11-27,Entre 30 000€ et 100 000€,aide en numéraire,45537,45439,BORDEAUX METROPOLE,24330031600011.0
Odeys,84519241800018.0,40000,Aide au fonctionnement,2023-05-02/2023-11-02,Entre 30 000€ et 100 000€,aide en numéraire,45097,45048,BORDEAUX METROPOLE,24330031600011.0
ODEYS,84519241800018.0,38000,Aide au fonctionnement,2025-11-18 / 2026-05-18,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45979,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,12000,Fête du vin,2021-06-30/2021-12-30,Inférieur à 30 000€,aide en numéraire,44418,44377,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,3500000,Fonctionnement,2021-05-31/2021-11-30,Supérieur à 500 000€,aide en numéraire,44418,44347,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,3213000,Subvention de fonctionnement,2022-04-26/2022-10-26,Supérieur à 500 000€,aide en numéraire,44713,44677,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BX METROPOLE,77567137300154.0,120000,Bordeaux Fête le Vin,2022-09-05/2023-03-05,Entre 100 000€ et 500 000€,aide en numéraire,44897,44809,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,140000,Bordeaux Fête le Vin,2023-08-05/2024-02-05,Entre 100 000€ et 500 000€,aide en numéraire,45216,45143,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,3780000,Aide au fonctionnement,2023-03-06/2023-09-06,Supérieur à 500 000€,aide en numéraire,45014,44991,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,3000000,Fonctionnement,2019-03-08/2019-09-08,Supérieur à 500 000€,aide en numéraire,43557,43532,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,141000,FETE DU FLEUVE,2019-07-05/2020-01-05,Entre 100 000€ et 500 000€,aide en numéraire,43724,43651,BORDEAUX METROPOLE,24330031600011.0
OH LAIT LAIT,98752823900013.0,23624,Aide à l'investissement,2024-11-21/2025-05-21,Inférieur à 30 000€,Aide en numéraire,45751,45617,BORDEAUX METROPOLE,24330031600011.0
OH LAIT LAIT,98752823900013.0,9500,Aide à l'investissement - AAP FICCP 2024,2025-04-12 / 2025-10-12,Inférieur à 30 000€,Aide en numéraire,45695,45759,BORDEAUX METROPOLE,24330031600011.0
OPERA NATIONAL DE BORDEAUX,44042396000010.0,20000,Projet DEMOS,2021-02-19/2021-07-19,Inférieur à 30 000€,aide en numéraire,44418,44246,BORDEAUX METROPOLE,24330031600011.0
OSONS ICI ET MAINTENANT,81016086100000.0,15000,Fonctionnement,2020-03-12/2020-09-12,Inférieur à 30 000€,aide en numéraire,43984,43902,BORDEAUX METROPOLE,24330031600000.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,3740000,aide au fonctionnement,2024-02-21/2024-08-21,Supérieur à 500 000€,aide en numéraire,45386,45343,BORDEAUX METROPOLE,24330031600011.0
OFFICE DE TOURISME ET DES CONGRES BM,78180455400017.0,140000,Aide au fonctionnement,2025-05-13 / 2025-11-13,Entre 100 000€ et 500 000€,Aide en numéraire,45695,45790,BORDEAUX METROPOLE,24330031600011.0
OTCBM OFFICE TOURISME ET CONGRES BORDEAUX,78180455400000.0,3000000,Fonctionnement,2020-03-09/2020-09-09,Supérieur à 500 000€,aide en numéraire,43984,43899,BORDEAUX METROPOLE,24330031600000.0
OVERGROUND,79981016300011.0,5800,Fonctionnement,2019-08-07/2020-02-07,Inférieur à 30 000€,aide en numéraire,43724,43684,BORDEAUX METROPOLE,24330031600011.0
OXYGENE,40097769000033.0,800,Plan pauvreté ALADDIN,2021-10-27/2022-04-27,Inférieur à 30 000€,aide en numéraire,44550,44496,BORDEAUX METROPOLE,24330031600011.0
OXYGENE,40097769000033.0,1500,Projet ALLADIN 2022,2022-08-30/2023-02-30,Inférieur à 30 000€,aide en numéraire,44897,44803,BORDEAUX METROPOLE,24330031600011.0
Oxygène,40097769000033.0,1200,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
Panière et Co,91235287900015.0,8290,Aide à l'investissement,2023-07-20/2024-01-20,Inférieur à 30 000€,aide en numéraire,45216,45127,BORDEAUX METROPOLE,24330031600011.0
Parallèle Attitude Diffusion,35011886500046.0,15000,Aide au fonctionnement,2023-02-24/2023-08-24,Inférieur à 30 000€,aide en numéraire,45014,44981,BORDEAUX METROPOLE,24330031600011.0
PARALLELES ATTITUDE DIFFUSION,35011886500000.0,15000,Carnaval 2 rives,2020-02-10/2020-08-10,Inférieur à 30 000€,aide en numéraire,43929,43871,BORDEAUX METROPOLE,24330031600000.0
PARALLELES ATTITUDE DIFFUSION,35011886500046.0,15000,Carnaval 2 rives,2021-02-12/2021-08-12,Inférieur à 30 000€,aide en numéraire,44418,44239,BORDEAUX METROPOLE,24330031600011.0
PARALLELES ATTITUDE DIFFUSION,35011886500017.0,15000,carnaval des 2 rives,2019-02-04/2019-08-04,Inférieur à 30 000€,aide en numéraire,43557,43500,BORDEAUX METROPOLE,24330031600011.0
PARALLELES ATTITUDES DIFFUSION,35011886500046.0,5000,Subvention de fonctionnement,2022-08-31/2023-02-31,Inférieur à 30 000€,aide en numéraire,44897,44804,BORDEAUX METROPOLE,24330031600011.0
PARALLELES ATTITUDES DIFFUSION,35011886500046.0,15000,Carnaval des deux rives 2022,2022-02-24/2022-08-24,Inférieur à 30 000€,aide en numéraire,44624,44616,BORDEAUX METROPOLE,24330031600011.0
Parallèles Attitudes Diffusion,35011886500046.0,4800,AAP Contrat de ville 2024,2024-09-12/2025-03-12,Inférieur à 30 000€,aide en numéraire,45673,45547,BORDEAUX METROPOLE,24330031600011.0
PASSAGE A L'ART,48438218900021.0,15200,"Manifestation ""faire des bulles""",2019-06-17/2019-12-17,Inférieur à 30 000€,aide en numéraire,43636,43633,BORDEAUX METROPOLE,24330031600011.0
PASSAGE A L'ART,48438218900039.0,15200,Faites des bulles,2021-01-14/2021-07-14,Inférieur à 30 000€,aide en numéraire,44229,44210,BORDEAUX METROPOLE,24330031600011.0
PASSAGE A L'ART,48438218900000.0,15200,Faites des bulles,2020-02-27/2020-08-27,Inférieur à 30 000€,aide en numéraire,43929,43888,BORDEAUX METROPOLE,24330031600000.0
PASSAGE A L'ART,48438218900039.0,15200,Subvention Faites des Bulles 2022,2022-03-17/2022-09-17,Inférieur à 30 000€,aide en numéraire,44713,44637,BORDEAUX METROPOLE,24330031600011.0
Passage à l'Art,48438218900039.0,15200,Festival Faites des Bulles 2023,2023-03-07/2023-09-07,Inférieur à 30 000€,aide en numéraire,45014,44992,BORDEAUX METROPOLE,24330031600011.0
PEP 33,78185055700088.0,130900,Soutien sensibilisation à la citoyenneté et environnement,2022-09-07/2023-03-07,Entre 100 000€ et 500 000€,aide en numéraire,44943,44811,BORDEAUX METROPOLE,24330031600011.0
PESMD,38345677900032.0,1500000,Construction locaux,2021-03-08/2021-09-08,Supérieur à 500 000€,aide en numéraire,44418,44263,BORDEAUX METROPOLE,24330031600011.0
PIMMS,79886728900018.0,164528,Fonctionnement,2021-07-23/2022-01-23,Entre 100 000€ et 500 000€,aide en numéraire,44518,44400,BORDEAUX METROPOLE,24330031600011.0
PIMMS,79886728900018.0,3000,Plan pauvreté ALADDIN,2021-10-28/2022-04-28,Inférieur à 30 000€,aide en numéraire,44550,44497,BORDEAUX METROPOLE,24330031600011.0
PIMMS BORDEAUX,79886728900018.0,8000,Projet ALLADIN 2022,2022-09-29/2023-03-29,Inférieur à 30 000€,aide en numéraire,44897,44833,BORDEAUX METROPOLE,24330031600011.0
PIMMS CENON,52354600000028.0,10000,Projet ALLADIN 2022,2022-09-02/2023-03-02,Inférieur à 30 000€,aide en numéraire,44897,44806,BORDEAUX METROPOLE,24330031600011.0
PIMMS de Bordeaux,79886728900018.0,12000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
PIMMS DE BORDEAUX,79886728900018.0,65567,Subvention de fonctionnement,2022-06-29/2022-12-29,Entre 30 000€ et 100 000€,aide en numéraire,44897,44741,BORDEAUX METROPOLE,24330031600011.0
PIMMS MEDIATION BORDEAUX,79886728900026.0,15000,Aide au fonctionnement,2025-03-06/2025-09-06,Inférieur à 30 000€,Aide en numéraire,45695,45722,BORDEAUX METROPOLE,24330031600011.0
PIMMS MEDIATION BORDEAUX,79886728900026.0,20000,APP ALADDIN 2025,2025-03-06/2025-09-06,Inférieur à 30 000€,Aide en numéraire,45695,45722,BORDEAUX METROPOLE,24330031600011.0
PIMMS Médiation Cenon,52354600000028.0,10000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
PLIE ADELE,43383539400027.0,17730,Aide au fonctionnement,2025-07-21 / 2026-01-21,Inférieur à 30 000€,Aide en numéraire,45911,45859,BORDEAUX METROPOLE,24330031600011.0
PLIE DES HAUTS DE GARONNE,47838951300019.0,17500,APP Emploi et Quartiers,2022-03-15/2022-09-15,Inférieur à 30 000€,aide en numéraire,44805,44635,BORDEAUX METROPOLE,24330031600011.0
PLIE DES HAUTS DE GARONNE,47838951300019.0,33148,Action clause d'insertion,2022-07-19/2023-01-19,Entre 30 000€ et 100 000€,aide en numéraire,44805,44761,BORDEAUX METROPOLE,24330031600011.0
PLIE DES HAUTS DE GARONNE,47838951300027.0,27091,Aide au fonctionnement,2025-07-17 / 2026-01-17,Inférieur à 30 000€,Aide en numéraire,45911,45855,BORDEAUX METROPOLE,24330031600011.0
PLIE DES SOURCES,47827698300028.0,8355,"Action ""Clauses d'insertion""",2020-11-26/2021-05-26,Inférieur à 30 000€,aide en numéraire,44518,44161,BORDEAUX METROPOLE,24330031600011.0
PLIE DES SOURCES,47827698300028.0,8135,Action clause d'insertion,2022-07-25/2023-01-25,Inférieur à 30 000€,aide en numéraire,44805,44767,BORDEAUX METROPOLE,24330031600011.0
PLIE PORTES DU SUD,49518895500019.0,14106,Action clause d'insertion,2022-07-13/2023-01-13,Inférieur à 30 000€,aide en numéraire,44805,44755,BORDEAUX METROPOLE,24330031600011.0
POLA,44433758800000.0,21450,Investissement ESS,2019-12-17/2020-06-17,Inférieur à 30 000€,aide en numéraire,43853,43816,BORDEAUX METROPOLE,24330031600000.0
POLA,44433758800040.0,114000,Aide au fonctionnement,2023-09-07/2024-03-07,Entre 100 000€ et 500 000€,aide en numéraire,45216,45176,BORDEAUX METROPOLE,24330031600011.0
POLA,44433758800040.0,930000,Aide à l'Investissement,2022-07-13/2023-01-13,Supérieur à 500 000€,aide en numéraire,44805,44755,BORDEAUX METROPOLE,24330031600011.0
POLA,44433758800040.0,114000,Fonctionnement,2019-02-20/2019-08-20,Entre 100 000€ et 500 000€,aide en numéraire,43557,43516,BORDEAUX METROPOLE,24330031600011.0
POLA,44433758800040.0,2000,AAP CONTRAT DE VILLE,2025-09-26 / 2026-03-26,Inférieur à 30 000€,Aide en numéraire,46036,45926,BORDEAUX METROPOLE,24330031600011.0
Pompiers Solidaires,53280194100032.0,30000,Subvention Accès Eau Potable Ukraine,2023-12-08/2024-06-08,Inférieur à 30 000€,aide en numéraire,45324,45268,BORDEAUX METROPOLE,24330031600011.0
POMPIERS SOLIDAIRES,53280194100032.0,40000,Action solidarité internationale eau,2021-10-04/2022-04-04,Entre 30 000€ et 100 000€,aide en numéraire,44550,44473,BORDEAUX METROPOLE,24330031600011.0
POMPIERS SOLIDAIRES,53280194100032.0,40000,AAP SOLIDARITE EAU,2025-03-07/2025-09-07,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45723,BORDEAUX METROPOLE,24330031600011.0
Promo Femmes St Michel,39931862500031.0,10000,AAP Contrat de ville 2024,2024-08-29/2025-02-29,Inférieur à 30 000€,aide en numéraire,45537,45533,BORDEAUX METROPOLE,24330031600011.0
PROMO FEMMES ST MICHEL,39931862500031.0,20000,AAP CLS 2025-Convention pluriannuelle 2025-2026,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
PROMO FEMMES ST MICHEL,39931862500031.0,10000,AAP CONTRAT LOCAL DES SOLIDARITES,2024-12-23/2025-06-23,Inférieur à 30 000€,Aide en numéraire,45751,45649,BORDEAUX METROPOLE,24330031600011.0
Promo-Femmes Saint Michel,39931862500023.0,12000,AAP Emploi et Quartiers,2023-12-19/2024-06-19,Inférieur à 30 000€,aide en numéraire,45324,45279,BORDEAUX METROPOLE,24330031600011.0
PROMOFEMMES,39931862500023.0,15000,"Appel à Projets 
Emploi et Quartier",2022-12-02/2023-06-02,Inférieur à 30 000€,aide en numéraire,44943,44897,BORDEAUX METROPOLE,24330031600011.0
PROMOFEMMES,39931862500023.0,9000,Projet ALLADIN 2022,2022-08-30/2023-02-30,Inférieur à 30 000€,aide en numéraire,44897,44803,BORDEAUX METROPOLE,24330031600011.0
Promofemmes St Michel,39931862500023.0,5000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
QUAD DRAMA,53381534600010.0,30000,Aide au fonctionnement,2025-07-10 / 2026-01-10,Inférieur à 30 000€,Aide en numéraire,45911,45848,BORDEAUX METROPOLE,24330031600011.0
QUATUORS A BORDEAUX,42243827500014.0,15000,Quatuors à Bordeaux,2022-06-21/2022-12-21,Inférieur à 30 000€,aide en numéraire,44805,44733,BORDEAUX METROPOLE,24330031600011.0
QUINTON,83456196100022.0,4000,Aide à l'investissement FILA 2024,2025-03-24 / 2025-09-24,Inférieur à 30 000€,Aide en numéraire,45695,45740,BORDEAUX METROPOLE,24330031600011.0
QUINTON,83456196100022.0,9546,Aide à l'investissement FILA 2024,2025-03-24 / 2025-09-24,Inférieur à 30 000€,Aide en numéraire,45695,45740,BORDEAUX METROPOLE,24330031600011.0
RACINES DE PONTAULIC,91265216100015.0,50000,Subvention d'investissement,2022-10-25/2023-04-25,Entre 30 000€ et 100 000€,aide en numéraire,44897,44859,BORDEAUX METROPOLE,24330031600011.0
RE-LIER,92299047800013.0,5500,aide à l'investissement,2024-11-08/2025-05-08,Inférieur à 30 000€,aide en numéraire,45673,45604,BORDEAUX METROPOLE,24330031600011.0
RECONNECT,51141404700031.0,10000,Projet ALLADIN 2022,2022-08-30/2023-02-30,Inférieur à 30 000€,aide en numéraire,44897,44803,BORDEAUX METROPOLE,24330031600011.0
Reconnect,51141404700031.0,8000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
RECUP' BOKASHI,85191355800025.0,4000,Fonctionnement,2021-03-18/2021-09-18,Inférieur à 30 000€,aide en numéraire,44518,44273,BORDEAUX METROPOLE,24330031600011.0
RENEE BORDEAUX,92950592300011.0,41000,Aide à l'investissement,2025-01-14/2025-07-14,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45671,BORDEAUX METROPOLE,24330031600011.0
RESEAU PAUL BERT,34084009900022.0,284850,Subvention d'investissement,2022-04-12/2022-10-12,Entre 100 000€ et 500 000€,aide en numéraire,44713,44663,BORDEAUX METROPOLE,24330031600011.0
Restaurant du Cœur de la Gironde,33986341700418.0,40000,Aide à l'investissement,2022-12-13/2023-06-13,Entre 30 000€ et 100 000€,aide en numéraire,45014,44908,BORDEAUX METROPOLE,24330031600011.0
RESTAURANTS DU CŒUR,37954994200025.0,25000,Fonctionnement,2019-10-24/2020-04-24,Inférieur à 30 000€,aide en numéraire,43784,43762,BORDEAUX METROPOLE,24330031600011.0
RESTAURANTS DU CŒUR,33986341700418.0,50000,Subvention de fonctionnement,2022-07-13/2023-01-13,Entre 30 000€ et 100 000€,aide en numéraire,44805,44755,BORDEAUX METROPOLE,24330031600011.0
RESTAURANTS DU CŒUR,37954994200025.0,50000,Aide au fonctionnement,2025-04-28 / 2025-10-28,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45775,BORDEAUX METROPOLE,24330031600011.0
SAGES FEMMES SANS FRONTIERE,90206131600029.0,17000,AAP - ACTION SOLIDARITE INTERNATIONAL 2025/2026,2025-11-18 / 2026-05-18,Inférieur à 30 000€,Aide en numéraire,46036,45979,BORDEAUX METROPOLE,24330031600011.0
SAGES-FEMMES SANS FRONTIERES,90206131600029.0,19100,AAP 2024-2025 SOLIDARITE DECHETS,2025-01-25/2025-07-25,Inférieur à 30 000€,Aide en numéraire,45695,45682,BORDEAUX METROPOLE,24330031600011.0
SAMPE France,48428659600032.0,5000,Action journées techniques,2019-04-24/2019-10-24,Inférieur à 30 000€,aide en numéraire,43636,43579,BORDEAUX METROPOLE,24330031600011.0
SASP Union Bordeaux Bègles,49135836200045.0,1547026,aide à l'investissement,2024-05-07/2024-11-07,Supérieur à 500 000€,aide en numéraire,45537,45419,BORDEAUX METROPOLE,24330031600011.0
SAVEURS QUOTIDIENNES,83906235300033.0,2800,Aide à l'investissement,2025-03-17/2025-09-17,Inférieur à 30 000€,Aide en numéraire,45695,45733,BORDEAUX METROPOLE,24330031600011.0
SCEA CHÂTEAU SEGUR,44105708000018.0,5617,Aide à l'investissement FILA 2024,2025-04-15 / 2025-10-15,Inférieur à 30 000€,Aide en numéraire,45695,45762,BORDEAUX METROPOLE,24330031600011.0
SCEA COUSTAUD,42272945900012.0,4180,Aide à l'investissement FILA 2024,2025-03-20 / 2025-09-20,Inférieur à 30 000€,Aide en numéraire,45695,45736,BORDEAUX METROPOLE,24330031600011.0
