nomBénéficiaire,idBeneficiaire,montant,objet,datesPériodeVersement,montant_reuse,nature,datepublication,dateConvention,nomAttribuant,idAttribuant
SCEA PERRIN,48090944900013.0,3443,Aide à l'investissement FILA 2024,2025-04-28 / 2025-10-28,Inférieur à 30 000€,Aide en numéraire,45695,45775,BORDEAUX METROPOLE,24330031600011.0
SEB STE ENCOURAGEMENT DE BORDEAUX,78184354500000.0,158178,Investissement,2019-11-15/2020-05-15,Entre 100 000€ et 500 000€,aide en numéraire,43853,43784,BORDEAUX METROPOLE,24330031600000.0
Secours Populaire,32571979700046.0,40000,Aide au fonctionnement,2023-11-06/2024-05-06,Entre 30 000€ et 100 000€,aide en numéraire,45324,45236,BORDEAUX METROPOLE,24330031600011.0
Secours Populaire,78422809000105.0,50000,Projet Alimentaire Territorial,2024-07-10/2025-01-10,Entre 30 000€ et 100 000€,aide en numéraire,45673,45483,BORDEAUX METROPOLE,24330031600011.0
Secours Populaire,32571979700046.0,10000,Subvention complémentaire,2023-12-08/2024-06-08,Inférieur à 30 000€,aide en numéraire,45324,45268,BORDEAUX METROPOLE,24330031600011.0
SECOURS POPULAIRE,32571979700046.0,50000,Aide au fonctionnement,2025-04-28 / 2025-10-28,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45775,BORDEAUX METROPOLE,24330031600011.0
SECOURS POPULAIRE Français,32571979700046.0,4500,Appel à Projets Précarité Etudiante,2022-12-07/2023-06-07,Inférieur à 30 000€,aide en numéraire,44943,44902,BORDEAUX METROPOLE,24330031600011.0
SECOURS POPULAIRE Français,32571979700046.0,50000,Subvention de fonctionnement,2022-09-02/2023-03-02,Entre 30 000€ et 100 000€,aide en numéraire,44897,44806,BORDEAUX METROPOLE,24330031600011.0
SECOURS POPULAIRE Français GIRONDE,32571979700046.0,50000,Fonctionnement,2021-06-28/2021-12-28,Entre 30 000€ et 100 000€,aide en numéraire,44418,44375,BORDEAUX METROPOLE,24330031600011.0
SEJOUR SPORTIF SOLIDAIRE,81147565600146.0,20000,Aide au fonctionnement,2025-10-31 / 2026-04-30,Inférieur à 30 000€,Aide en numéraire,46036,45961,BORDEAUX METROPOLE,24330031600011.0
SEJOUR SPORTIF SOLIDAIRE,81147565600146.0,10500,AAP CLS 2025,2025-08-12 / 2026-02-12,Inférieur à 30 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
SEJOUR SPORTIF SOLIDAIRE,81147565600021.0,19000,Convention pluriannuelle 2025 à 2027 de fonctionnement MAMMA,2025-03-18/2025-09-18,Inférieur à 30 000€,Aide en numéraire,45751,45734,BORDEAUX METROPOLE,24330031600011.0
SEJOUR SPORTIF SOLIDAIRE,81147565600146.0,3000,AAP CLS 2025 - vélo école,2025-09-04 / 2026-03-04,Inférieur à 30 000€,Aide en numéraire,46036,45904,BORDEAUX METROPOLE,24330031600011.0
Séjour Sportif Solidaire,81147565600021.0,4500,AAP Contrat de Ville,2023-08-31/2024-02-28,Inférieur à 30 000€,aide en numéraire,45216,45169,BORDEAUX METROPOLE,24330031600011.0
Séjour Sportif Solidaire,81147565600021.0,55400,Aide à l'investissement,2023-09-05/2024-03-05,Entre 30 000€ et 100 000€,aide en numéraire,45216,45174,BORDEAUX METROPOLE,24330031600011.0
SEMER LE DOUTE,53389682500023.0,26000,Festival FIFIB,2019-08-26/2020-02-26,Inférieur à 30 000€,aide en numéraire,43724,43703,BORDEAUX METROPOLE,24330031600011.0
Semer le Doute,53389682500049.0,30000,AAP Résidence pour le cinéma,2024-03-01/2024-09-01,Inférieur à 30 000€,aide en numéraire,45386,45352,BORDEAUX METROPOLE,24330031600011.0
Semer le Doute,53389682500049.0,26000,FIFIB 2024,2024-03-01/2024-09-01,Inférieur à 30 000€,aide en numéraire,45537,45352,BORDEAUX METROPOLE,24330031600011.0
SEMER LE DOUTE,53389682500000.0,20000,FIFIB,2020-06-10/2020-12-10,Inférieur à 30 000€,aide en numéraire,44068,43992,BORDEAUX METROPOLE,24330031600000.0
SEMER LE DOUTE,53389682500031.0,26000,Festival FIFIB,2021-06-09/2021-12-09,Inférieur à 30 000€,aide en numéraire,44418,44356,BORDEAUX METROPOLE,24330031600011.0
SEMER LE DOUTE,53389682500031.0,26000,FIFB 2022,2022-03-03/2022-09-03,Inférieur à 30 000€,aide en numéraire,44713,44623,BORDEAUX METROPOLE,24330031600011.0
SEMER LE DOUTE,53389682500000.0,26000,Festival intern. du film indépendant de Bordeaux,2020-03-25/2020-09-25,Inférieur à 30 000€,aide en numéraire,43929,43915,BORDEAUX METROPOLE,24330031600000.0
Semer le doute,53389682500049.0,26000,Festival International du Film Indépendant de Bordeaux,2023-06-06/2023-12-06,Inférieur à 30 000€,aide en numéraire,45097,45083,BORDEAUX METROPOLE,24330031600011.0
SEMER LE DOUTE,53389682500056.0,26000,FESTIVAL INTERNATIONAL DU FILM,2025-05-13 / 2025-11-13,Inférieur à 30 000€,Aide en numéraire,46036,45790,BORDEAUX METROPOLE,24330031600011.0
SENS,48920860300022.0,24000,Action solidarité internationale eau,2021-10-04/2022-04-04,Inférieur à 30 000€,aide en numéraire,44550,44473,BORDEAUX METROPOLE,24330031600011.0
SENS,48920860300022.0,50000,AAP 2024-2025 SOLIDARITE DECHETS,2024-12-20 / 2025-06-20,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45646,BORDEAUX METROPOLE,24330031600011.0
SEPANSO,39253524100000.0,15000,Subvention exeptionnelle,2021-01-29/2021-07-29,Inférieur à 30 000€,aide en numéraire,44229,44225,BORDEAUX METROPOLE,24330031600000.0
SEPANSO,39253524100013.0,15000,Subvention exceptionnelle,2021-01-29/2021-07-29,Inférieur à 30 000€,aide en numéraire,44229,44225,BORDEAUX METROPOLE,24330031600011.0
SEPANSO,39253524100013.0,25000,Aide au fonctionnement,2025-04-28 / 2025-10-28,Inférieur à 30 000€,Aide en numéraire,45695,45775,BORDEAUX METROPOLE,24330031600011.0
SERVI EN LOCAL,85306916900029.0,15000,Aide à l'investissement - AAP FICCP 2024,2025-03-31 / 2025-09-30,Inférieur à 30 000€,Aide en numéraire,45695,45747,BORDEAUX METROPOLE,24330031600011.0
SIMOREP ET CIE,32852574600017.0,400000,investissement projet butterfly,2018-09-24/2019-03-24,Entre 100 000€ et 500 000€,aide en numéraire,43502,43367,BORDEAUX METROPOLE,24330031600011.0
SIVOC,25330068500018.0,2500,Saison culturelle,2021-06-24/2021-12-24,Inférieur à 30 000€,aide en numéraire,44418,44371,BORDEAUX METROPOLE,24330031600011.0
So Games,50539681200024.0,40000,aide au fonctionnement,2024-07-11/2025-01-11,Entre 30 000€ et 100 000€,aide en numéraire,45537,45484,BORDEAUX METROPOLE,24330031600011.0
SOCIETE D'ENCOURAGEMENT DE BORDEAUX,78184354500026.0,229227,Investissement : travaux de modernisation,2021-12-13/2022-06-13,Entre 100 000€ et 500 000€,aide en numéraire,44624,44543,BORDEAUX METROPOLE,24330031600011.0
Société d'Encouragement de Bordeaux,78184354500026.0,52996,Aide à l'investissement,2022-11-29/2023-05-29,Entre 30 000€ et 100 000€,aide en numéraire,45014,44894,BORDEAUX METROPOLE,24330031600011.0
Société d'Encouragement de Bordeaux,78184354500026.0,68843,Aide à l'investissement,2023-10-31/2024-04-31,Entre 30 000€ et 100 000€,aide en numéraire,45324,45230,BORDEAUX METROPOLE,24330031600011.0
SOFILM SUMMERCAMP,81195928700012.0,150000,Fonctionnement,2021-10-21/2022-04-21,Entre 100 000€ et 500 000€,aide en numéraire,44518,44490,BORDEAUX METROPOLE,24330031600011.0
SOLIDARITE EAU EUROPE,42002173500030.0,15000,Action solidarité internationale eau,2020-02-20/2020-08-20,Inférieur à 30 000€,aide en numéraire,44418,43881,BORDEAUX METROPOLE,24330031600011.0
SOLIHA,49052081400032.0,20000,Plateforme Louer Clé en Main,2022-12-08/2023-06-08,Inférieur à 30 000€,aide en numéraire,44943,44903,BORDEAUX METROPOLE,24330031600011.0
SOLIHA,78184854400000.0,20000,"Habitat plateforme ""louer clé en mains""",2019-05-28/2019-11-28,Inférieur à 30 000€,aide en numéraire,43984,43613,BORDEAUX METROPOLE,24330031600000.0
SOLIHA,78184854400032.0,216600,Subvention de fonctionnement,2022-09-07/2023-03-07,Entre 100 000€ et 500 000€,aide en numéraire,44897,44811,BORDEAUX METROPOLE,24330031600011.0
Soliha,49052081400032.0,20000,"Plateforme ""Louer Clé en Main""",2023-12-15/2024-06-15,Inférieur à 30 000€,aide en numéraire,45386,45275,BORDEAUX METROPOLE,24330031600011.0
SOLIHA AIS,49052081400032.0,20000,"Plateforme ""Louer clé en main""",2021-12-09/2022-06-09,Inférieur à 30 000€,aide en numéraire,44550,44539,BORDEAUX METROPOLE,24330031600011.0
SOLIHA SOLIDAIRE HABITAT,78184854400032.0,216000,Fonctionnement,2018-12-20/2019-06-20,Entre 100 000€ et 500 000€,aide en numéraire,43502,43454,BORDEAUX METROPOLE,24330031600011.0
SOLIHA SOLIDAIRE POUR L'HABITAT,78184854400032.0,216600,Aide au fonctionnement,2025-10-28 / 2026-04-28,Entre 100 000€ et 500 000€,Aide en numéraire,46036,45958,BORDEAUX METROPOLE,24330031600011.0
SOLIHA Terres-Océan,78184854400032.0,216600,aide au fonctionnement,2024-11-14/2025-05-14,Entre 100 000€ et 500 000€,aide en numéraire,45673,45610,BORDEAUX METROPOLE,24330031600011.0
Soyons le Changement,82222482000024.0,15000,AAP Emploi et Quartiers,2023-12-19/2024-06-19,Inférieur à 30 000€,aide en numéraire,45324,45279,BORDEAUX METROPOLE,24330031600011.0
SPORT EMPLOI,48526995500020.0,30100,AAP CDV 2025 - Convention pluriannuelle 2025-2026,2025-08-12 / 2026-02-12,Entre 30 000€ et 100 000€,Aide en numéraire,46036,45881,BORDEAUX METROPOLE,24330031600011.0
STARWAY,75313370100000.0,60000,Investissement espace coworking,2019-12-17/2020-06-17,Entre 30 000€ et 100 000€,aide en numéraire,43853,43816,BORDEAUX METROPOLE,24330031600000.0
Stigmergie,88483872300010.0,28500,Aide au fonctionnement,2023-03-02/2023-09-02,Inférieur à 30 000€,aide en numéraire,45014,44987,BORDEAUX METROPOLE,24330031600011.0
STIGMERGIE,88483872300010.0,28500,Subvention de fonctionnement,2022-04-26/2022-10-26,Inférieur à 30 000€,aide en numéraire,44713,44677,BORDEAUX METROPOLE,24330031600011.0
STIGMERGIE,88483872300010.0,28500,Smac agglo,2021-06-09/2021-12-09,Inférieur à 30 000€,aide en numéraire,44418,44356,BORDEAUX METROPOLE,24330031600011.0
STIGMERGIE,88483872300010.0,10000,AAP Coupe du monde de Rugby,2023-07-23/2024-01-23,Inférieur à 30 000€,aide en numéraire,45216,45130,BORDEAUX METROPOLE,24330031600011.0
SUN CREATURE,88056649200026.0,35000,Aide au fonctionnement,2025-07-22 / 2026-01-22,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45860,BORDEAUX METROPOLE,24330031600011.0
SUPERCOOP,82524131800021.0,8871,Subvention d'investissement,2021-12-20/2022-06-20,Inférieur à 30 000€,aide en numéraire,44624,44550,BORDEAUX METROPOLE,24330031600011.0
SYNDIC COPRO RES PARC CAPEYRON,38175727700011.0,3332,Aide à l'investissement 1M Arbres,2025-01-16 / 2025-07-16,Inférieur à 30 000€,Aide en numéraire,45695,45673,BORDEAUX METROPOLE,24330031600011.0
Talence Innovation  Sud Développement,42971672300011.0,47500,aide au fonctionnement,2024-05-29/2024-11-29,Entre 30 000€ et 100 000€,aide en numéraire,45537,45441,BORDEAUX METROPOLE,24330031600011.0
TALENCE INNOVATION SUD DEVELOPPEMENT,42971672300011.0,47500,Programme d'actions CDV 2022,2022-09-12/2023-03-12,Entre 30 000€ et 100 000€,aide en numéraire,44897,44816,BORDEAUX METROPOLE,24330031600011.0
TALENCE INNOVATION SUD DEVELOPPEMENT,42971672300011.0,42700,Fonctionnement,2020-09-17/2022-03-09,Entre 30 000€ et 100 000€,aide en numéraire,44418,44091,BORDEAUX METROPOLE,24330031600011.0
TALENCE INNOVATION SUD DEVELOPPEMENT,42971672300011.0,47500,Aide au fonctionnement,2025-06-13 / 2025-12-13,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45821,BORDEAUX METROPOLE,24330031600011.0
Talence Innovation Sud Développement,42971672300011.0,47500,Programme d'actions 2023,2023-11-24/2024-05-24,Entre 30 000€ et 100 000€,aide en numéraire,45324,45254,BORDEAUX METROPOLE,24330031600011.0
TARMAQ,88352417500014.0,294365,Fonctionnement,2021-01-11/2021-07-11,Entre 100 000€ et 500 000€,aide en numéraire,44229,44207,BORDEAUX METROPOLE,24330031600011.0
TARMAQ,88352417500014.0,153480,Subvention de Fonctionnement,2022-02-28/2022-08-28,Entre 100 000€ et 500 000€,aide en numéraire,44624,44620,BORDEAUX METROPOLE,24330031600011.0
TARMAQ,88352417500014.0,129450,Subvention d'Investissement,2022-02-28/2022-08-28,Entre 100 000€ et 500 000€,aide en numéraire,44624,44620,BORDEAUX METROPOLE,24330031600011.0
Tarmaq,88352417500014.0,47291,Aide à l'investissement,2023-05-03/2023-11-03,Entre 30 000€ et 100 000€,aide en numéraire,45097,45049,BORDEAUX METROPOLE,24330031600011.0
Tarmaq,88352417500014.0,151374,Aide au fonctionnement,2023-05-03/2023-11-03,Entre 100 000€ et 500 000€,aide en numéraire,45097,45049,BORDEAUX METROPOLE,24330031600011.0
TARMAQ,88352417500014.0,188732,Aide au fonctionnement,2025-07-25 / 2026-01-25,Entre 100 000€ et 500 000€,Aide en numéraire,45911,45863,BORDEAUX METROPOLE,24330031600011.0
TARMAQ,88352417500014.0,198665,Aide au fonctionnement,2025-01-13/2025-07-13,Entre 100 000€ et 500 000€,Aide en numéraire,45751,45670,BORDEAUX METROPOLE,24330031600011.0
TECHNOWEST LOGEMENT JEUNES,48925061300028.0,43000,aide au fonctionnement,2024-12-17/2025-06-17,Entre 30 000€ et 100 000€,aide en numéraire,45673,45643,BORDEAUX METROPOLE,24330031600011.0
TECHNOWEST LOGEMENT JEUNES,48925061300028.0,28250,Lutte contre la précarité alimentaire,2021-06-30/2021-12-30,Inférieur à 30 000€,aide en numéraire,44418,44377,BORDEAUX METROPOLE,24330031600011.0
TERRE D'ADELE,48782378300013.0,10000,Zéro déchets,2018-09-20/2019-03-20,Inférieur à 30 000€,aide en numéraire,43502,43363,BORDEAUX METROPOLE,24330031600011.0
TERRE D'ADELES,48782378300013.0,7000,Fonctionnement,2021-04-08/2021-10-08,Inférieur à 30 000€,aide en numéraire,44518,44294,BORDEAUX METROPOLE,24330031600011.0
Terre d'ADELES,48782378300013.0,10000,Aide à l'investissement,2023-09-13/2024-03-13,Inférieur à 30 000€,aide en numéraire,45216,45182,BORDEAUX METROPOLE,24330031600011.0
THEATRE NATIONAL DE BORDEAUX,78182415600041.0,15000,As comadres / A. Mnouchkine,2021-06-10/2021-12-10,Inférieur à 30 000€,aide en numéraire,44418,44357,BORDEAUX METROPOLE,24330031600011.0
THEATRE NATIONAL DE BORDEAUX,78182415600041.0,20000,Festival de la ruche,2022-09-08/2023-03-08,Inférieur à 30 000€,aide en numéraire,44897,44812,BORDEAUX METROPOLE,24330031600011.0
THEATRE NATIONAL DE BORDEAUX,78182415600041.0,20000,Festival de la ruche,2021-06-10/2021-12-10,Inférieur à 30 000€,aide en numéraire,44418,44357,BORDEAUX METROPOLE,24330031600011.0
TIERS LIEU DE BEGLES,82121019200018.0,50000,Aide à l'investissement,2025-07-08 / 2026-01-08,Entre 30 000€ et 100 000€,Aide en numéraire,45911,45846,BORDEAUX METROPOLE,24330031600011.0
UNION BORDEAUX METROPOLE,41892140900029.0,206000,Subvention de fonctionnement,2022-03-08/2022-09-08,Entre 100 000€ et 500 000€,aide en numéraire,44713,44628,BORDEAUX METROPOLE,24330031600011.0
Union Bordeaux Métropole,41892140900029.0,223000,Convention pluriannuelle de fonctionnement 2024-2025,2024-03-04/2024-09-04,Entre 100 000€ et 500 000€,aide en numéraire,45386,45355,BORDEAUX METROPOLE,24330031600011.0
UNION BORDEAUX METROPOLE (UBM),41892140900011.0,165000,Fonctionnement,2019-02-14/2019-08-14,Entre 100 000€ et 500 000€,aide en numéraire,43557,43510,BORDEAUX METROPOLE,24330031600011.0
UNION BORDEAUX METROPOLE (UBM),41892140900000.0,165000,Fonctionnement renouvellement 2020,2019-02-14/2019-08-14,Entre 100 000€ et 500 000€,aide en numéraire,43887,43510,BORDEAUX METROPOLE,24330031600000.0
UNION BORDEAUX METROPOLE (UBM),41892140900029.0,197000,Fonctionnement,2021-01-25/2021-07-25,Entre 100 000€ et 500 000€,aide en numéraire,44418,44221,BORDEAUX METROPOLE,24330031600011.0
Union Bordeaux Métropole (UBM),41892140900029.0,10000,Coupe du monde de Rugby France 2023,2023-05-31/2023-11-30,Inférieur à 30 000€,aide en numéraire,45097,45077,BORDEAUX METROPOLE,24330031600011.0
UNION SOCIALE POUR L'HABITAT,77569790700068.0,70000,Congés USH,2021-09-15/2022-03-15,Entre 30 000€ et 100 000€,aide en numéraire,44518,44454,BORDEAUX METROPOLE,24330031600011.0
UNIRE,83844691200019.0,6000,Projet ALADDIN 2023,2023-04-17/2023-10-17,Inférieur à 30 000€,aide en numéraire,45097,45033,BORDEAUX METROPOLE,24330031600011.0
UNIRE,83844691200019.0,4000,Plan pauvreté ALADDIN,2021-10-04/2022-04-04,Inférieur à 30 000€,aide en numéraire,44550,44473,BORDEAUX METROPOLE,24330031600011.0
UNIS CITE,39819156900000.0,49000,Fonctionnement,2019-12-24/2020-06-24,Entre 30 000€ et 100 000€,aide en numéraire,43853,43823,BORDEAUX METROPOLE,24330031600000.0
UNIS CITE,39819156900142.0,1000,Action habitat,2019-06-04/2019-12-04,Inférieur à 30 000€,aide en numéraire,43636,43620,BORDEAUX METROPOLE,24330031600011.0
UNIS CITE,39819156900142.0,49000,ambassadeurs du vélo,2019-01-23/2019-07-23,Entre 30 000€ et 100 000€,aide en numéraire,43636,43488,BORDEAUX METROPOLE,24330031600011.0
UNIS CITE,39819156900142.0,8000,Fonctionnement,2019-08-02/2020-02-02,Inférieur à 30 000€,aide en numéraire,43724,43679,BORDEAUX METROPOLE,24330031600011.0
UNIS CITE,39819156900142.0,49000,Aide au fonctionnement,2025-02-07/2025-08-07,Entre 30 000€ et 100 000€,Aide en numéraire,45751,45695,BORDEAUX METROPOLE,24330031600011.0
UNIS CITES,39819156900142.0,10000,Action spécifique KIOSC 2021,2021-08-24/2022-02-24,Inférieur à 30 000€,aide en numéraire,44897,44432,BORDEAUX METROPOLE,24330031600011.0
Unis-Cité Nouvelle Aquitaine,39819156900142.0,2000,AAP Contrat de ville 2024,2024-10-01/2025-04-01,Inférieur à 30 000€,aide en numéraire,45673,45566,BORDEAUX METROPOLE,24330031600011.0
UNITEC,37796404400061.0,140000,aide au fonctionnement,2024-05-23/2024-11-23,Entre 100 000€ et 500 000€,aide en numéraire,45537,45435,BORDEAUX METROPOLE,24330031600011.0
UNITEC,37796404400038.0,140000,Subvention de fonctionnement,2022-05-02/2022-11-02,Entre 100 000€ et 500 000€,aide en numéraire,44713,44683,BORDEAUX METROPOLE,24330031600011.0
UNITEC,37796404400061.0,133000,Aide au fonctionnement,2025-05-13 / 2025-11-13,Entre 100 000€ et 500 000€,Aide en numéraire,45695,45790,BORDEAUX METROPOLE,24330031600011.0
URHAJ,82791162900018.0,12500,aide au fonctionnement,2024-07-16/2025-01-16,Inférieur à 30 000€,aide en numéraire,45537,45489,BORDEAUX METROPOLE,24330031600011.0
URHAJ,82779162900018.0,69000,Fonctionnement,2021-02-02/2021-08-02,Entre 30 000€ et 100 000€,aide en numéraire,44418,44229,BORDEAUX METROPOLE,24330031600011.0
URHAJ NOUVELLE AQUITAINE,82791162900018.0,69000,Fonctionnement,2019-10-17/2020-04-17,Entre 30 000€ et 100 000€,aide en numéraire,43784,43755,BORDEAUX METROPOLE,24330031600011.0
VELO CITE,43288382500031.0,5000,FETE DU VELO,2019-05-15/2019-11-15,Inférieur à 30 000€,aide en numéraire,43636,43600,BORDEAUX METROPOLE,24330031600011.0
VELO CITE,43288382500031.0,5000,Fête du vélo 2022,2022-09-23/2023-03-23,Inférieur à 30 000€,aide en numéraire,44897,44827,BORDEAUX METROPOLE,24330031600011.0
VELO CITE,43288382500031.0,3334,Fonctionnement,2021-02-26/2021-08-26,Inférieur à 30 000€,aide en numéraire,44418,44253,BORDEAUX METROPOLE,24330031600011.0
VELO CITE,43288382500031.0,28000,Fonctionnement,2021-10-28/2022-04-28,Inférieur à 30 000€,aide en numéraire,44550,44497,BORDEAUX METROPOLE,24330031600011.0
VELO CITE,43288382500031.0,5000,Fête du vélo,2021-09-03/2022-03-03,Inférieur à 30 000€,aide en numéraire,44518,44442,BORDEAUX METROPOLE,24330031600011.0
VELO CITE,43288382500031.0,55000,MAMMA,2021-10-28/2022-04-28,Entre 30 000€ et 100 000€,aide en numéraire,44550,44497,BORDEAUX METROPOLE,24330031600011.0
VELO CITE,43288382500031.0,28000,Subvention de fonctionnement,2022-09-23/2023-03-23,Inférieur à 30 000€,aide en numéraire,44897,44827,BORDEAUX METROPOLE,24330031600011.0
Vélo Cité,43288382500031.0,55000,Aide au fonctionnement,2022-12-07/2023-06-07,Entre 30 000€ et 100 000€,aide en numéraire,45014,44902,BORDEAUX METROPOLE,24330031600011.0
Vélo Cité,43288382500031.0,55000,MAMMA 2023,2023-08-04/2024-02-04,Entre 30 000€ et 100 000€,aide en numéraire,45216,45142,BORDEAUX METROPOLE,24330031600011.0
VELO-CITE,43288382500031.0,54600,Aide au fonctionnement pluriannuel 2025 à 2027,2025-04-14/2025-10-14,Entre 30 000€ et 100 000€,Aide en numéraire,45695,45761,BORDEAUX METROPOLE,24330031600011.0
